Al,As,B,Ba,Ca,Ga,Gd,Ge,La,Li,Mg,Na,Nb,P,S,Sb,Se,Si,Te,Ti,Tl,W,Y,Zn,Zr,ND
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6240001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,67.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1500001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1500001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15500005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.868
0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5280001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4030001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4579999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6149999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5980000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8199999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3199999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.158
0.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168
0.0,0.0,0.0,0.0,0.0,3.4166666666666665,0.0,17.93,0.0,0.0,0.0,0.0,0.0,0.0,64.26933333333334,14.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5699999
0.0,0.0,0.0,0.0,0.0,3.7,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13000005
0.0,0.0,0.0,0.0,0.0,3.9033333333333338,0.0,20.49,0.0,0.0,0.0,0.0,0.0,0.0,64.87866666666667,10.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
0.0,0.0,0.0,0.0,0.0,4.3,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16150005
0.0,0.0,0.0,0.0,0.0,4.443333333333333,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,65.56066666666666,6.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28
0.0,0.0,0.0,0.0,0.0,4.7,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1719999999999997
0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5859999999999999
0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589
0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6710000000000003
0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4100001
0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174
0.0,0.0,0.0,0.0,0.0,5.08,0.0,29.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,65.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1900001000000002
0.0,0.0,0.0,0.0,0.0,5.1,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,63.9,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.903
0.0,0.0,0.0,0.0,0.0,5.125,0.0,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.384,62.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0409999
0.0,0.0,0.0,0.0,0.0,5.51,0.0,26.33,0.0,0.0,0.0,0.0,0.0,0.0,68.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.867
0.0,0.0,0.0,0.0,0.0,5.7,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17400005
0.0,0.0,0.0,0.0,0.0,5.855,0.0,20.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.728,62.92700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.845
0.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1700001
0.0,0.0,0.0,0.0,0.0,6.0,0.0,28.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,65.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.994
0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3099998999999998
0.0,0.0,0.0,0.0,0.0,6.3,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31
0.0,0.0,0.0,0.0,0.0,6.665,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.676,63.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75
0.0,0.0,0.0,0.0,0.0,7.5,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1830000000000003
0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587
0.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589
0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5799999
0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587
0.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59
0.0,0.0,0.0,0.0,0.0,16.84,0.0,19.296666666666667,0.0,0.0,0.0,0.0,0.0,0.0,63.86333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19
0.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5880001
0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59
0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3795
0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,0.0,0.0,16.666666666666668,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1289999
0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0,0.0,13.333333333333334,0.0,0.0,54.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1719999
0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2219999
0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,0.0,6.666666666666667,0.0,0.0,57.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48
0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475
0.0,0.0,0.0,0.0,0.0,26.0,7.0,0.0,6.9799999999999995,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999
0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49
0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47
0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45
0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.9879999999999995,0.0,0.0,6.666666666666667,0.0,0.0,57.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3099998999999998
0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472071435714286
0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4130001
0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4189998999999998
0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4170001
0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,56.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4119999
0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.388
0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44
0.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,7.9879999999999995,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3800001
0.0,0.0,0.0,1.25,0.0,4.6,0.0,28.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,65.48333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1700001
0.0,0.0,0.0,2.5,0.0,5.6,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1800001
0.0,0.0,0.0,2.5,0.0,8.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
0.0,0.0,0.0,3.75,0.0,7.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21
0.0,0.0,0.0,3.75,0.0,11.0,0.0,21.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,63.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3099998999999998
0.0,0.0,0.0,4.35,0.0,20.29,0.0,13.526666666666666,0.0,0.0,0.0,0.0,0.0,0.0,61.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22
0.0,0.0,0.0,5.0,0.0,4.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22
0.0,0.0,0.0,5.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
0.0,0.0,0.0,6.25,0.0,3.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,64.08333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21
0.0,0.0,0.0,6.25,0.0,7.0,0.0,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,63.416666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21
0.0,0.0,0.0,7.5,0.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
0.0,0.0,0.0,7.5,0.0,8.0,0.0,21.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,62.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28
0.0,0.0,25.59,3.81,9.090000000000002,0.0,0.0,0.0,4.1,1.48,0.0,0.0,8.349999999999998,0.0,0.0,0.0,0.0,20.33,0.0,4.56,0.0,0.0,0.0,21.76,0.93,1.7912599999999999
0.0,0.0,27.8,3.96,0.0,0.0,3.0,0.0,25.26,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,10.48,0.0,15.08,0.0,0.0,1.1,3.44,4.81,1.9537799999999999
0.0,0.0,27.8,4.96,0.0,0.0,3.0,0.0,24.26,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,10.48,0.0,15.08,0.0,0.0,1.1,3.44,4.81,1.94938
0.0,0.0,29.5,0.0,0.0,0.0,5.75,0.0,26.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,13.0,0.0,7.5,0.0,0.5,3.0,6.5,3.7,1.9107
0.0,0.0,30.5,0.0,0.0,0.0,5.5,0.0,26.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,13.0,0.0,7.5,0.0,0.5,2.0,6.5,3.95,1.90757
0.0,0.0,31.5,0.0,0.0,0.0,5.5,0.0,26.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,12.0,0.0,7.5,0.0,0.0,2.0,6.5,4.45,1.9092799999999999
0.0,0.0,31.65,0.0,0.0,0.0,6.0,0.0,25.5,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,12.0,0.0,7.349999999999999,0.0,0.0,2.0,6.0,4.45,1.9099400000000002
0.0,0.0,32.0,0.0,0.0,0.0,6.0,0.0,25.5,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,12.0,0.0,7.5,0.0,0.0,2.0,5.5,4.45,1.9103599999999998
0.0,0.0,33.0,0.0,0.0,0.0,6.0,0.0,25.5,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,11.0,0.0,7.3,0.0,0.0,2.2,5.5,4.45,1.91107
0.0,0.0,33.0,0.0,0.0,0.0,6.0,0.0,25.5,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,11.0,0.0,7.5,0.0,0.0,2.0,5.5,4.45,1.91231
0.0,0.0,33.7,3.81,9.090000000000002,0.0,0.0,0.0,4.1,1.48,0.0,0.0,8.349999999999998,0.0,0.0,0.0,0.0,12.22,0.0,4.56,0.0,0.0,0.0,21.76,0.93,1.80498
0.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,25.5,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,10.0,0.0,7.5,0.0,0.0,2.0,5.5,4.45,1.91389
0.0,0.0,34.5,0.0,0.0,0.0,6.0,0.0,25.5,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,9.5,0.0,7.5,0.0,0.0,2.0,5.5,4.45,1.91271
0.0,0.0,34.5,0.0,0.5,0.0,6.0,0.0,25.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,9.5,0.0,7.5,0.0,0.0,2.0,5.5,4.45,1.91271
0.0,0.0,34.5,0.5,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,9.5,0.0,7.5,0.0,0.0,2.0,5.5,4.45,1.9123
0.0,0.0,35.71,0.0,0.0,0.0,11.39,0.0,22.83,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,10.36,0.0,5.58,0.0,0.0,2.74,1.96,4.76,1.9
0.0,0.0,36.21,0.0,0.0,0.0,11.72,0.0,23.5,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,10.36,0.0,6.08,0.0,0.0,1.74,1.46,4.76,1.9
