Al,As,B,Co,Cu,Fe,Ga,Ge,Ni,P,S,Sb,Se,Sn,Te,Tl,Y,Zr,Poission
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.3834951
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.2986112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,66.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22699999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,0.0,0.0,0.0,6.91,66.63,0.0,0.0,0.0,0.0,0.0,0.255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,65.33333333333334,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,6.69,66.63,0.0,0.0,0.0,0.0,0.0,0.263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,10.0,62.5,0.0,0.0,0.0,0.0,0.0,0.32095490000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.514658
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,66.0,0.0,0.0,0.0,0.0,0.0,0.29577459999999994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0.26333333333333336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.233
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.2619535625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77,0.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20199999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.21600000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,0.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.27280269999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20600000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,66.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.20600000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,10.0,57.5,0.0,0.0,0.0,0.0,0.0,0.2888889
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,66.4,0.0,0.0,0.0,0.0,0.0,0.251
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,0.0,0.0,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,0.0,0.0,62.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.258
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.249
0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.261
0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259
0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.333333333333332,0.0,0.0,0.0,0.0,64.66666666666666,0.0,0.0,0.0,0.0,0.0,0.263
0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.24
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.36
0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.4
0.0,0.0,15.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
0.0,0.0,17.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33399999999999996
0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341
0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349
0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365
0.0,0.0,20.0,0.0,0.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364
0.0,0.0,20.0,0.0,0.0,75.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335
0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305
0.0,0.0,20.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325
0.0,0.0,20.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
0.0,0.0,20.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325
0.0,0.0,20.0,74.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
0.0,0.0,23.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,2.2,77.79999999999998,0.0,15.6,0.0,0.0,0.0,0.319
0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,2.2,77.8,0.0,15.6,0.0,0.0,0.0,0.319
0.0,1.1,0.0,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,2.2,69.47,0.0,13.91,0.0,0.0,0.0,0.312
0.0,2.2,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,4.5,72.2,0.0,14.4,0.0,0.0,0.0,0.314
0.0,2.2,0.0,0.0,0.0,0.0,0.0,16.68,0.0,0.0,0.0,4.5,63.84,0.0,12.79,0.0,0.0,0.0,0.29
0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.27
0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244
0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,75.0,0.0,15.0,0.0,0.0,0.0,0.322
0.0,3.3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.7,66.7,0.0,13.3,0.0,0.0,0.0,0.29600000000000004
0.0,3.3,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.7,58.3,0.0,11.7,0.0,0.0,0.0,0.295
0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.0,4.39,0.0,0.0,0.0,0.0,0.0,23.23,0.0,0.0,0.0,8.87,52.84,0.0,10.67,0.0,0.0,0.0,0.272
0.0,4.4,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,8.9,61.1,0.0,12.3,0.0,0.0,0.0,0.282
0.0,4.41,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,8.82,69.54,0.0,13.93,0.0,0.0,0.0,0.309
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.32783333333333337
0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.318
0.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.3
0.0,5.59,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,11.09,63.84,0.0,12.79,0.0,0.0,0.0,0.289
0.0,5.59,0.0,0.0,0.0,0.0,0.0,16.68,0.0,0.0,0.0,11.09,55.54,0.0,11.09,0.0,0.0,0.0,0.28600000000000003
0.0,5.61,0.0,0.0,0.0,0.0,0.0,26.63,0.0,0.0,0.0,11.11,47.25,0.0,9.41,0.0,0.0,0.0,0.249
0.0,6.1,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,12.1,53.0,0.0,10.6,0.0,0.0,0.0,0.27399999999999997
0.0,6.7,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.3,58.3,0.0,11.7,0.0,0.0,0.0,0.284
0.0,6.7,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.3,50.0,0.0,10.0,0.0,0.0,0.0,0.27899999999999997
0.0,7.5,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
0.0,7.72,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,15.53,61.22,0.0,12.22,0.0,0.0,0.0,0.293
0.0,7.8,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,15.5,52.8,0.0,10.6,0.0,0.0,0.0,0.27699999999999997
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,80.0,0.0,0.0,0.0,0.28600000000000003
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28600000000000003
0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17800000000000002
0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
0.0,8.9,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,17.8,55.5,0.0,11.1,0.0,0.0,0.0,0.284
0.0,8.91,0.0,0.0,0.0,0.0,0.0,16.72,0.0,0.0,0.0,17.72,47.25,0.0,9.41,0.0,0.0,0.0,0.251
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.3306
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.344
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37666666666666665
0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.8078407
0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,50.0,0.0,10.0,0.0,0.0,0.0,0.258
0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.7350444
0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.26666666666666666
0.0,10.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.5724220999999999
0.0,10.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.6212711
0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.6170033
0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267
0.0,10.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.6312262
0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.26
0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.27399999999999997
0.0,10.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0.0,0.0,0.5953969
0.0,10.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.3685449
0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251
0.0,10.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.51999999999998,0.0,0.0,0.0,0.0,0.0,0.32
0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
0.0,12.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212
0.0,12.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.27
0.0,12.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.934,0.0,0.0,0.0,0.0,45.18,0.0,0.0,0.337
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.32
0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365
0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.327
0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.302
0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.29600000000000004
0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295
0.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,60.0,0.0,0.0,0.325
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,60.0,0.0,0.0,0.0,0.28
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.297
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355
0.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23149999999999998
0.0,16.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.272000000000006,0.0,0.0,0.0,0.0,39.32,0.0,0.0,0.324
0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0,0.314
0.0,16.919999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61333333333333,0.0,0.0,38.46666666666667,0.0,0.0,0.31
0.0,17.5,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263
0.0,18.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.442,0.0,0.0,0.0,0.0,36.39,0.0,0.0,0.317
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666666666667,0.0,0.0,33.333333333333336,0.0,0.0,0.31
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.31
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.31
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075
0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.29433333333333334
0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289
0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23800000000000002
0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.590106
0.0,20.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.5830569999999999
0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.253
0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317
0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.311
0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.315
0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,40.0,0.0,0.0,0.314
0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,40.0,0.0,0.0,0.0,0.29600000000000004
0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.295
0.0,24.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
