Al,As,B,Co,Cu,Fe,Ga,Ge,Ni,P,S,Sb,Se,Sn,Te,Ti,Tl,Y,Zr,shear_modulus
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,48.0,0.0,32.0,0.0,0.0,0.0,0.0,6.989999933333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,66.7,0.0,13.3,0.0,0.0,0.0,0.0,6.260000066666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64923275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0280000000000005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.676000099999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.689999866666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.428571428571429,68.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,0.0,0.0,0.0,15.0,64.16,0.0,0.0,0.0,0.0,0.0,0.0,7.099999950000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,9.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.0,8.699999999999998,69.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,64.7,0.0,13.3,0.0,0.0,0.0,0.0,6.280000066666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.588709800000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.333333333333332,0.0,0.0,64.46666666666667,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,10.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,7.2885001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,15.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,7.894000099999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,20.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,9.757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.0,9.090000000000002,68.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.23,0.0,0.0,0.0,13.26,63.51,0.0,0.0,0.0,0.0,0.0,0.0,7.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,0.0,0.0,0.0,3.3,73.37,0.0,0.0,0.0,0.0,0.0,0.0,6.570000066666668
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,0.0,0.0,64.66666666666666,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.070000200000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,0.0,8.571428571428571,68.09523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,0.0,9.52,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6.160731585714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.234285685714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,0.0,10.53,63.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,0.0,0.0,0.0,6.91,66.63,0.0,0.0,0.0,0.0,0.0,0.0,10.4399996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,65.33333333333334,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.929999799999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,6.69,66.63,0.0,0.0,0.0,0.0,0.0,0.0,7.4699998999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,10.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,9.4083334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,0.0,0.0,65.53333333333333,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,0.0,4.857142857142857,67.47619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,11.11,61.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1399999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,7.099999900000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.656570033333336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,0.0,11.76,58.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.511666633333332
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.857142857142857,67.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77,0.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.588709800000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,66.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.809999900000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,10.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,11.2750001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,25.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,66.4,0.0,0.0,0.0,0.0,0.0,0.0,11.8599997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6999999500000005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,0.0,0.0,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,0.0,0.0,62.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8.133333533333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9000001
0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4690962
0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51
0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.333333333333332,0.0,0.0,0.0,0.0,64.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.551069300000002
0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,6.3709679
0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2
0.0,0.0,0.0,0.0,1.96,0.0,0.0,27.45,0.0,0.0,0.0,11.76,58.82,0.0,0.0,0.0,0.0,0.0,0.0,23.8500004
0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,11.0,34.0
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0
0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,32.5,27.0
0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0
0.0,0.0,15.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5
0.0,0.0,17.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7
0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4
0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6
0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5
0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
0.0,0.0,20.0,0.0,0.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9
0.0,0.0,20.0,0.0,0.0,75.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1
0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.15
0.0,0.0,20.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1
0.0,0.0,20.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
0.0,0.0,20.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7
0.0,0.0,20.0,74.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.55000000000001
0.0,0.0,23.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5
0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,2.2,77.79999999999998,0.0,15.6,0.0,0.0,0.0,0.0,4.83
0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,2.2,77.8,0.0,15.6,0.0,0.0,0.0,0.0,4.829999900000001
0.0,1.1,0.0,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,2.2,69.47,0.0,13.91,0.0,0.0,0.0,0.0,5.670000033333333
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22
0.0,2.2,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,4.5,72.2,0.0,14.4,0.0,0.0,0.0,0.0,5.670000033333333
0.0,2.2,0.0,0.0,0.0,0.0,0.0,16.68,0.0,0.0,0.0,4.5,63.84,0.0,12.79,0.0,0.0,0.0,0.0,6.559999966666666
0.0,2.5,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,66.25,0.0,0.0,0.0,0.0,0.0,0.0,6.679999799999999
0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4130001
0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.518500150000001
0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,75.0,0.0,15.0,0.0,0.0,0.0,0.0,5.659999933333334
0.0,3.3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.7,66.7,0.0,13.3,0.0,0.0,0.0,0.0,6.409999933333334
0.0,3.3,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.7,58.3,0.0,11.7,0.0,0.0,0.0,0.0,7.429999933333332
0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41450015
0.0,4.39,0.0,0.0,0.0,0.0,0.0,23.23,0.0,0.0,0.0,8.87,52.84,0.0,10.67,0.0,0.0,0.0,0.0,8.119999966666667
0.0,4.4,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,8.9,61.1,0.0,12.3,0.0,0.0,0.0,0.0,7.159999933333334
0.0,4.41,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,8.82,69.54,0.0,13.93,0.0,0.0,0.0,0.0,6.54
0.0,5.59,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,11.09,63.84,0.0,12.79,0.0,0.0,0.0,0.0,7.389999966666667
0.0,5.59,0.0,0.0,0.0,0.0,0.0,16.68,0.0,0.0,0.0,11.09,55.54,0.0,11.09,0.0,0.0,0.0,0.0,7.179999933333332
0.0,5.61,0.0,0.0,0.0,0.0,0.0,26.63,0.0,0.0,0.0,11.11,47.25,0.0,9.41,0.0,0.0,0.0,0.0,9.54
0.0,6.1,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,12.1,53.0,0.0,10.6,0.0,0.0,0.0,0.0,8.6099999
0.0,6.7,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.3,58.3,0.0,11.7,0.0,0.0,0.0,0.0,7.920000033333333
0.0,6.7,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.3,50.0,0.0,10.0,0.0,0.0,0.0,0.0,8.54
0.0,7.5,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.900000099999999
0.0,7.72,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,15.53,61.22,0.0,12.22,0.0,0.0,0.0,0.0,7.73
0.0,7.8,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,15.5,52.8,0.0,10.6,0.0,0.0,0.0,0.0,8.550000066666668
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,80.0,0.0,0.0,0.0,0.0,6.1799998
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.059999899999999
0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89
0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3400002
