As,B,Ga,Ge,Na,P,Pb,S,Sb,Se,Te,Tl,TEC
12.896,0.0,0.0,0.0,0.0,0.0,0.0,41.934,0.0,0.0,0.0,45.18,261.0
12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.03,12.9,45.16,320.0
13.0,0.0,0.0,16.875,0.0,0.0,0.0,0.0,0.0,70.125,0.0,0.0,159.8
13.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,159.8000031
13.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,0.0,128.0
13.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,0.0,132.0
13.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,130.0
13.2,0.0,0.0,0.0,0.0,0.0,0.0,42.13333333333333,0.0,0.0,0.0,44.666666666666664,313.0
13.2,0.0,0.0,22.333333333333332,0.0,0.0,0.0,0.0,0.0,64.46666666666667,0.0,0.0,150.0
13.2,0.0,0.0,22.333333333333332,0.0,0.0,0.0,64.46666666666667,0.0,0.0,0.0,0.0,178.0
13.26,0.0,0.0,31.57,0.0,0.0,0.0,0.0,0.0,55.17,0.0,0.0,130.0
13.33,0.0,0.0,13.33,0.0,0.0,0.0,73.34,0.0,0.0,0.0,0.0,395.0
13.331999999999999,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,19.997999999999998,33.33,0.0,179.0
13.34,0.0,0.0,13.34,0.0,0.0,0.0,73.33,0.0,0.0,0.0,0.0,395.0
13.77,0.0,0.0,32.78,0.0,0.0,0.0,0.0,0.0,47.23,6.22,0.0,132.0
13.8,0.0,0.0,0.0,0.0,0.0,0.0,86.2,0.0,0.0,0.0,0.0,592.0
13.9,0.0,0.0,0.0,0.0,0.0,0.0,75.79999999999998,0.0,0.0,10.3,0.0,368.0
13.9,0.0,0.0,0.0,0.0,0.0,0.0,75.8,0.0,0.0,10.3,0.0,368.0
13.91,0.0,0.0,20.82,0.0,0.0,0.0,32.63,0.0,32.63,0.0,0.0,165.0
14.0,0.0,0.0,16.666666666666668,0.0,4.285714285714286,0.0,65.04761904761905,0.0,0.0,0.0,0.0,214.0
14.0,0.0,0.0,20.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,188.0
14.29,0.0,0.0,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,596.0
14.32,0.0,0.0,34.09,0.0,0.0,0.0,0.0,0.0,38.66,12.93,0.0,129.0
14.41,0.0,0.0,30.38,0.0,0.0,0.0,55.21,0.0,0.0,0.0,0.0,95.6
14.5,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,34.8,0.0,263.0
14.67,0.0,0.0,26.42,0.0,0.0,0.0,58.91,0.0,0.0,0.0,0.0,127.7
14.81,0.0,0.0,0.0,0.0,0.0,0.0,85.19,0.0,0.0,0.0,0.0,592.0
14.91,0.0,0.0,35.51,0.0,0.0,0.0,0.0,0.0,29.38,20.2,0.0,128.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,355.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,12.0,36.5,0.0,0.0,305.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,35.0,0.0,263.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,177.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,640.0
15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,326.0
15.0,0.0,0.0,8.333333333333334,0.0,10.714285714285714,0.0,65.95238095238096,0.0,0.0,0.0,0.0,262.0
15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,276.0
15.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,5.0,67.5,0.0,0.0,218.0
15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,224.0
15.0,0.0,0.0,15.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,273.0
15.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,160.0
15.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,171.0
15.0,0.0,0.0,20.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,168.0
15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,160.0
15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,156.5
15.0,0.0,0.0,25.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,127.69999845000001
15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,127.0
15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,128.0
15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,131.0
15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,128.0
15.0,0.0,0.0,30.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,95.59999950000001
15.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,109.0
15.0,0.0,0.0,35.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,85.5
15.0,0.0,0.0,40.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,77.09999949999998
15.2,0.0,0.0,37.99,0.0,0.0,0.0,46.81,0.0,0.0,0.0,0.0,118.90000075
15.28,0.0,0.0,31.54,0.0,0.0,0.0,0.0,0.0,53.18,0.0,0.0,128.0
15.5,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,30.3,0.0,275.75
15.5,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,0.0,0.0,588.0
15.680000000000001,0.0,0.0,19.633333333333333,0.0,0.0,0.0,63.92666666666667,0.0,0.0,0.0,0.0,184.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,60.0,250.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,60.0,0.0,209.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,30.0,0.0,276.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,24.0,0.0,0.0,258.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,24.0,0.0,0.0,0.0,199.5
16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,221.0
16.0,0.0,0.0,16.666666666666668,0.0,2.857142857142857,0.0,64.47619047619048,0.0,0.0,0.0,0.0,213.0
16.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,173.8930003
16.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,0.0,171.0
16.408,0.0,0.0,0.0,0.0,0.0,0.0,44.272000000000006,0.0,0.0,0.0,39.32,221.0
16.5,0.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,492.0
16.65,0.0,0.0,16.65,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,318.0
16.66,0.0,0.0,16.66,0.0,0.0,0.0,66.68,0.0,0.0,0.0,0.0,207.0
16.67,0.0,0.0,16.67,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,207.0
16.7,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,650.0
16.919999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61333333333333,0.0,38.46666666666667,350.0
17.17,0.0,0.0,0.0,0.0,0.0,0.0,82.83,0.0,0.0,0.0,0.0,526.0
17.5,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0.0,0.0,0.0,606.0
17.5,0.0,0.0,8.75,0.0,0.0,0.0,73.75,0.0,0.0,0.0,0.0,603.0
17.5,0.0,0.0,17.5,0.0,0.0,0.0,32.5,0.0,32.5,0.0,0.0,181.0
17.5,0.0,0.0,17.5,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,209.0
17.6,0.0,0.0,0.0,0.0,0.0,0.0,64.8,17.6,0.0,0.0,0.0,291.0
17.8,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,0.0,20.0,0.0,295.75
18.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,11.0,0.0,0.0,468.0
18.0,0.0,0.0,15.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,17.84
18.0,0.0,0.0,16.666666666666668,0.0,1.4285714285714286,0.0,63.904761904761905,0.0,0.0,0.0,0.0,189.0
18.18,0.0,0.0,0.0,0.0,0.0,0.0,81.82,0.0,0.0,0.0,0.0,526.0
18.18,0.0,0.0,18.18,0.0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,182.0
18.27,0.0,0.0,0.0,0.0,0.0,0.0,80.05,0.0,0.0,0.0,1.67,425.0
18.59,0.0,0.0,46.47,0.0,0.0,0.0,34.94,0.0,0.0,0.0,0.0,104.90000075
18.6,0.0,0.0,0.0,0.0,0.0,0.0,81.4,0.0,0.0,0.0,0.0,528.0
18.75,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,245.0
18.9,0.0,0.0,0.0,0.0,0.0,0.0,74.8,6.3,0.0,0.0,0.0,418.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,0.0,0.0,0.0,494.0
19.8,0.0,0.0,0.0,0.0,0.0,0.0,50.1,0.0,0.0,30.1,0.0,237.0
19.8,0.0,0.0,20.16,0.0,0.0,0.0,60.04,0.0,0.0,0.0,0.0,180.5
19.94,0.0,0.0,19.94,0.0,0.0,0.0,0.0,0.0,39.86,19.94,0.0,161.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666666666667,0.0,33.333333333333336,320.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,30.0,370.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,0.0,274.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,342.81696320000003
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.0,0.0,0.0,219.86
20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,30.0,0.0,0.0,225.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,32.0,0.0,0.0,250.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,34.0,0.0,0.0,295.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,36.0,0.0,0.0,305.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,38.0,0.0,0.0,371.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,39.0,0.0,0.0,327.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666666666667,0.0,0.0,0.0,33.333333333333336,287.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,205.75
20.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,0.0,0.0,9.9,0.0,302.75
20.0,0.0,0.0,0.0,0.0,0.0,25.0,55.0,0.0,0.0,0.0,0.0,205.0
20.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,65.71428571428572,0.0,0.0,0.0,0.0,273.0
20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,292.0
20.0,0.0,0.0,8.333333333333334,0.0,7.142857142857143,0.0,64.52380952380953,0.0,0.0,0.0,0.0,239.0
20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,248.0
20.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,67.5,0.0,0.0,212.5
20.0,0.0,0.0,13.333333333333334,0.0,0.0,5.0,0.0,0.0,61.66666666666667,0.0,0.0,129.3000031
20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,208.0
20.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,200.0
20.0,0.0,0.0,15.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,187.0
20.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,63.333333333333336,0.0,0.0,140.0
20.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,189.0
20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,191.0
20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,168.0
20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,171.5
20.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,169.2
20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,147.6
20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,179.0
20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,145.0
20.33,0.0,0.0,31.46,0.0,0.0,0.0,0.0,0.0,48.21,0.0,0.0,117.0
20.67,0.0,0.0,10.67,0.0,0.0,0.0,0.0,0.0,68.66,0.0,0.0,248.0
20.7,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,201.0
20.79,0.0,0.0,0.0,0.0,0.0,0.0,72.86,0.0,0.0,0.0,6.35,237.0
20.79,0.0,0.0,0.0,0.0,0.0,0.0,79.21,0.0,0.0,0.0,0.0,501.0
20.8,0.0,0.0,3.0,0.0,0.0,0.0,76.2,0.0,0.0,0.0,0.0,95.75
20.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.15,0.0,0.0,248.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333333336,0.0,0.0,0.0,31.666666666666668,287.0
21.0,0.0,0.0,7.5,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,40.54
21.04,0.0,0.0,0.0,0.0,0.0,0.0,47.36,0.0,0.0,0.0,31.6,201.0
21.05,0.0,0.0,21.05,0.0,0.0,0.0,57.9,0.0,0.0,0.0,0.0,218.0
21.45,0.0,0.0,21.45,0.0,0.0,0.0,0.0,0.0,57.1,0.0,0.0,182.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,60.0,0.0,0.0,180.95
22.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,478.0
22.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,240.0
22.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,0.0,190.0
22.1,0.0,0.0,0.0,0.0,0.0,0.0,77.9,0.0,0.0,0.0,0.0,482.0
22.2,0.0,0.0,0.0,0.0,0.0,0.0,77.79999999999998,0.0,0.0,0.0,0.0,488.0
22.2,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,236.0
22.2,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,176.0
22.22,0.0,0.0,0.0,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,503.0
22.25,0.0,0.0,0.0,0.0,0.0,0.0,74.26,0.0,0.0,0.0,3.5,273.0
22.4,0.0,0.0,14.666666666666666,0.0,0.0,0.0,0.0,0.0,62.93333333333334,0.0,0.0,130.0
22.5,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,20.0,0.0,270.0
22.5,0.0,0.0,11.25,0.0,0.0,0.0,66.25,0.0,0.0,0.0,0.0,270.0
22.5,0.0,0.0,22.5,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,181.0
22.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,148.0
22.62,0.0,0.0,0.0,0.0,0.0,0.0,57.26,0.0,0.0,20.12,0.0,270.0
22.68,0.0,0.0,0.0,0.0,0.0,0.0,69.73,7.59,0.0,0.0,0.0,329.0
22.73,0.0,0.0,0.0,0.0,0.0,0.0,64.92,0.0,0.0,0.0,12.35,234.0
22.8,0.0,0.0,0.0,0.0,0.0,0.0,48.53333333333334,0.0,0.0,0.0,28.666666666666668,276.0
22.8,0.0,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0,0.0,499.0
23.05,0.0,0.0,23.05,0.0,0.0,0.0,0.0,0.0,53.9,0.0,0.0,173.0
23.2,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,62.8,0.0,0.0,185.0
23.33,0.0,0.0,11.67,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,249.0
23.5,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0,0.0,0.0,0.0,459.0
23.8,0.0,0.0,0.0,0.0,0.0,0.0,71.4,0.0,0.0,0.0,4.8,473.33334349999996
23.82,0.0,0.0,11.91,0.0,0.0,0.0,32.13,0.0,32.13,0.0,0.0,206.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,40.0,204.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,0.0,221.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,376.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,36.0,0.0,0.0,204.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,0.0,0.0,0.0,222.5
24.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,62.67,0.0,0.0,188.62699890000002
24.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,62.66666666666667,0.0,0.0,0.0,0.0,161.0
24.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,174.0
24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,160.0
24.31,0.0,0.0,30.14,0.0,0.0,0.0,45.55,0.0,0.0,0.0,0.0,87.2
24.7,0.0,0.0,0.0,0.0,0.0,0.0,75.3,0.0,0.0,0.0,0.0,467.0
24.8,0.0,0.0,12.666666666666666,0.0,0.0,0.0,0.0,0.0,62.53333333333333,0.0,0.0,119.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,487.0127869
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,270.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,323.75
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,188.215
25.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,16.0,29.5,0.0,0.0,232.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,12.0,31.5,0.0,0.0,245.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,8.0,33.5,0.0,0.0,260.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,0.0,0.0,0.0,16.6,336.6666565
25.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,0.0,0.0,0.0,203.0
25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,262.0
25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,214.0
25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,192.0
25.0,0.0,0.0,12.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,202.0
25.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,181.0
25.0,0.0,0.0,15.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,193.89999695
25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,162.5
25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0,128.0
25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,130.0
25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,0.0,133.0
25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,132.33333333333334
25.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,111.0
25.0,0.0,0.0,30.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,87.19999845000001
25.28,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,400.0
25.5,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,10.0,0.0,282.0
25.5,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,59.5,0.0,0.0,190.0
25.8,0.0,0.0,0.0,0.0,0.0,0.0,74.2,0.0,0.0,0.0,0.0,399.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,14.0,0.0,0.0,0.0,58.3
26.0,0.0,0.0,8.333333333333334,0.0,2.857142857142857,0.0,62.80952380952382,0.0,0.0,0.0,0.0,212.0
26.1,0.0,0.0,0.0,0.0,0.0,0.0,60.9,0.0,0.0,0.0,13.0,336.6666565
26.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,48.75,0.0,0.0,141.0
26.4,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,30.6,0.0,193.0
